date,channel,data_source,campaign,ad_set,impressions,clicks,spend,conversions,video_views
2023-10-08,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1135014,117056,479357.93,4916,0
2023-10-09,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1537929,173691,685438.67,8303,0
2023-10-10,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1416368,130866,526357.51,4950,0
2023-10-11,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1503383,138050,532775.3,4547,0
2023-10-12,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1593026,173261,670717.32,7621,0
2023-10-13,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1377718,147776,577578.14,6483,0
2023-10-14,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1448562,150534,562942.6,6795,0
2023-10-15,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1214572,117348,442996.87,4088,0
2023-10-16,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1319790,123633,513390.13,3721,0
2023-10-17,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1335148,134712,575803.24,5584,0
2023-10-18,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,988362,102824,431140.76,4471,0
2023-10-19,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1219780,125611,455508.16,5128,0
2023-10-20,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1211013,121436,438029.59,4930,0
2023-10-21,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1516609,157879,576425.7,7218,0
2023-10-22,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1358760,139894,546668.0,5548,0
2023-10-23,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1330242,130037,433811.2,4989,0
2023-10-24,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1487760,147340,554930.13,5937,0
2023-10-25,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1144562,111170,461689.81,3827,0
2023-10-26,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1157816,121356,493925.71,5057,0
2023-10-27,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1387167,133380,504204.46,5144,0
2023-10-28,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1179593,123071,466977.1,6032,0
2023-10-29,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1226975,116388,464138.17,4324,0
2023-10-30,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1427743,140366,569695.8,5682,0
2023-10-31,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1594216,154876,584416.08,6632,0
2023-11-01,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1524956,148610,569298.91,5357,0
2023-11-02,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1543923,166131,625653.28,8210,0
2023-11-03,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1383371,138561,501203.95,6591,0
2023-11-04,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1152341,116842,447745.19,4769,0
2023-11-05,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1415878,157847,602465.01,6721,0
2023-11-06,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1308508,138059,501069.94,6837,0
2023-11-07,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1194359,123771,494851.56,5590,0
2023-11-08,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1361871,143317,568402.45,6138,0
2023-11-09,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1183874,118817,476054.22,5501,0
2023-11-10,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1252010,126405,470569.58,5833,0
2023-11-11,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1406623,144252,502998.39,5771,0
2023-11-12,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1405039,137420,544285.45,5561,0
2023-11-13,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1519585,139066,520283.48,5434,0
2023-11-14,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1264361,125158,462698.92,5016,0
2023-11-15,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1453711,144398,523519.43,4985,0
2023-11-16,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1448107,133018,507450.23,4470,0
2023-11-17,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1297528,128271,535227.76,4424,0
2023-11-18,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1287673,123827,466745.82,5044,0
2023-11-19,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1291794,133539,488197.31,4913,0
2023-11-20,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1473246,144315,576106.46,5817,0
2023-11-21,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1563996,174421,680041.02,9291,0
2023-11-22,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1478236,151204,522464.74,7135,0
2023-11-23,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1266874,122213,487916.59,3885,0
2023-11-24,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1425428,143111,611803.86,5059,0
2023-11-25,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1476519,133536,448808.82,4497,0
2023-11-26,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1278448,117588,426149.2,3856,0
2023-11-27,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1096492,96778,320541.15,2878,0
2023-11-28,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1642656,155501,598232.34,5936,0
2023-11-29,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1524442,155609,630578.87,6864,0
2023-11-30,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1334424,136921,531384.02,6213,0
2023-12-01,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1294129,125804,519407.89,4703,0
2023-12-02,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1408587,143092,575199.0,5709,0
2023-12-03,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1419280,136070,569778.89,5454,0
2023-12-04,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1510882,152316,621793.25,6132,0
2023-12-05,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1430116,146313,553087.03,6533,0
2023-12-06,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1241294,118987,460505.65,4802,0
2023-12-07,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1252671,122026,450189.64,4618,0
2023-12-08,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1450179,136344,519715.41,4214,0
2023-12-09,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1366810,135896,525598.05,6272,0
2023-12-10,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1469628,146062,560706.04,5458,0
2023-12-11,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1300027,117860,484798.8,4468,0
2023-12-12,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1630122,167644,635451.85,5626,0
2023-12-13,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1121185,118361,434855.47,5038,0
2023-12-14,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1401587,128735,474452.47,4821,0
2023-12-15,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1221993,114792,456720.32,4418,0
2023-12-16,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1337375,136208,487857.3,7288,0
2023-12-17,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1636029,156586,597010.19,5668,0
2023-12-18,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1587248,163396,670980.85,7348,0
2023-12-19,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1368310,137812,538384.5,5896,0
2023-12-20,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1308169,134376,515389.51,5194,0
2023-12-21,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1413382,134137,515399.65,5553,0
2023-12-22,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1572303,141532,516674.51,5059,0
2023-12-23,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1746577,176943,651725.15,7870,0
2023-12-24,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1375388,148555,566006.4,7748,0
2023-12-25,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1248154,127897,498704.9,5370,0
2023-12-26,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1464730,161977,652589.86,7028,0
2023-12-27,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1346783,140551,543062.17,6544,0
2023-12-28,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1324140,123774,508163.04,5323,0
2023-12-29,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1502365,152818,634733.06,5721,0
2023-12-30,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1397887,119316,476936.49,3925,0
2023-12-31,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-1,1409241,130406,531962.78,5200,0
2023-01-01,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,694003,84061,348077.55,3062,0
2023-01-02,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,737101,95126,422395.77,4096,0
2023-01-03,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,679214,71985,322631.92,3048,0
2023-01-04,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,678236,86211,359160.12,3455,0
2023-01-05,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,722572,82212,343177.32,3368,0
2023-01-06,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,770778,102508,418002.75,4349,0
2023-01-07,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,793478,99581,422733.95,4032,0
2023-01-08,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,610852,76716,327462.59,4018,0
2023-01-09,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,722364,96844,425680.07,4969,0
2023-01-10,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,785619,105758,464620.04,5583,0
2023-01-11,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,845451,97630,364922.33,4341,0
2023-01-12,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,755756,99758,418109.75,4636,0
2023-01-13,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,710509,95799,432545.26,4293,0
2023-01-14,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,735834,95062,392589.89,4209,0
2023-01-15,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,791144,105223,469530.06,4901,0
2023-01-16,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,860559,103991,432239.93,5284,0
2023-01-17,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,840902,99959,425579.6,3676,0
2023-01-18,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,676667,85883,341829.33,3676,0
2023-01-19,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,670684,75666,301724.45,2770,0
2023-01-20,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,695405,92827,405836.99,4892,0
2023-01-21,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,617703,80980,356664.89,4493,0
2023-01-22,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,745596,87147,368054.41,3749,0
2023-01-23,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,778404,99432,393591.39,4712,0
2023-01-24,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,677137,79030,333973.33,3323,0
2023-01-25,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,764380,93947,420989.36,4303,0
2023-01-26,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,695589,79820,365806.75,3523,0
2023-01-27,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,672176,81093,336392.31,3642,0
2023-01-28,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,741638,95476,368980.47,4608,0
2023-01-29,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,775050,100967,443336.2,5061,0
2023-01-30,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,727736,87707,364435.14,3103,0
2023-01-31,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,693607,88695,391264.81,4050,0
2023-02-01,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,681187,84142,359399.43,3824,0
2023-02-02,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,712656,74910,301553.8,2928,0
2023-02-03,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,758453,86003,363214.83,3422,0
2023-02-04,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,787482,85160,382018.15,3341,0
2023-02-05,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,623010,83492,348870.57,3707,0
2023-02-06,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,605780,72413,289038.69,2542,0
2023-02-07,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,731667,99369,384999.79,5292,0
2023-02-08,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,783210,95959,388223.28,3722,0
2023-02-09,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,667702,74668,307732.28,2933,0
2023-02-10,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,772514,91108,399012.04,3549,0
2023-02-11,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,751562,95479,379123.53,5018,0
2023-02-12,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,702885,89120,403952.32,4002,0
2023-02-13,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,764547,96823,379953.22,4242,0
2023-02-14,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,631914,75693,355376.45,3479,0
2023-02-15,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,696307,87691,400481.16,4794,0
2023-02-16,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,677839,80645,341397.69,3565,0
2023-02-17,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,695295,91371,352402.63,4125,0
2023-02-18,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,827626,96815,405741.24,4325,0
2023-02-19,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,784636,91337,376372.23,3199,0
2023-02-20,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,714570,86934,341973.83,3794,0
2023-02-21,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,726819,92265,393230.38,5016,0
2023-02-22,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,822964,94422,380265.8,3929,0
2023-02-23,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,675865,82018,332139.45,3592,0
2023-02-24,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,676422,92063,382649.08,4483,0
2023-02-25,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,674202,79814,325472.83,3240,0
2023-02-26,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,730685,88393,409632.87,3938,0
2023-02-27,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,704162,87666,358117.29,4199,0
2023-02-28,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,869978,106332,456100.7,4486,0
2023-03-01,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,935630,110493,467037.71,3499,0
2023-03-02,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,723885,89836,383577.96,4166,0
2023-03-03,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,695662,82071,351690.26,4195,0
2023-03-04,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,649572,72972,319578.95,2817,0
2023-03-05,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,749680,83981,356913.69,2865,0
2023-03-06,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,801735,106150,450144.89,5358,0
2023-03-07,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,730231,92207,387747.79,4882,0
2023-03-08,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,803052,99805,415523.01,4663,0
2023-03-09,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,726437,83103,332469.72,3980,0
2023-03-10,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,685782,81692,341348.16,3750,0
2023-03-11,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,741192,99144,420491.64,5070,0
2023-03-12,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,732735,93564,399926.02,4045,0
2023-03-13,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,732430,82371,348207.14,3402,0
2023-03-14,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,634189,71318,295269.34,2855,0
2023-03-15,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,795056,97985,409229.73,4284,0
2023-03-16,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,691647,80171,326449.26,3234,0
2023-03-17,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,652697,75191,319776.33,3162,0
2023-03-18,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,701734,85527,354117.76,3239,0
2023-03-19,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,678618,91991,388564.3,4814,0
2023-03-20,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,713391,85144,374210.2,3310,0
2023-03-21,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,713684,85801,346342.69,3591,0
2023-03-22,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,856108,99098,427042.19,4231,0
2023-03-23,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,677151,71028,297666.4,2413,0
2023-03-24,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,718899,87312,402166.4,3042,0
2023-03-25,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,740981,88209,364966.26,3606,0
2023-03-26,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,712616,81032,350670.36,2819,0
2023-03-27,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,786884,93062,389448.96,4210,0
2023-03-28,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,708649,86211,335432.25,3313,0
2023-03-29,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,600012,72019,293236.58,3545,0
2023-03-30,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,796782,101293,442036.85,4595,0
2023-03-31,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,700590,84071,343761.51,3623,0
2023-04-01,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,717181,78429,291355.65,2456,0
2023-04-02,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,561440,63866,266427.95,2631,0
2023-04-03,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,558677,60249,237953.15,2301,0
2023-04-04,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,564052,67653,284455.96,2521,0
2023-04-05,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,631914,77441,348519.88,3418,0
2023-04-06,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,686838,82601,358210.14,3406,0
2023-04-07,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,676352,77035,346365.79,3065,0
2023-04-08,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,592503,80997,328655.76,3964,0
2023-04-09,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,687341,81285,336877.06,3270,0
2023-04-10,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,656115,81858,323809.84,3736,0
2023-04-11,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,463528,54526,219762.33,2270,0
2023-04-12,Paid Search,Bing Ads (Microsoft Advertising),Optimized multi-state functionality,Optimized multi-state fun... AS-2,660961,79519,316422.31,3577,0
